"ID";"Track";"StartTime";"Length";"PlayRate";"Locked";"Normalized";"StretchMethod";"Looped";"OnRuler";"MediaType";"FileName";"Stream";"StreamStart";"StreamLength";"FadeTimeIn";"FadeTimeOut";"SustainGain";"CurveIn";"GainIn";"CurveOut";"GainOut";"Layer";"Color";"CurveInR";"CurveOutR";"PlayPitch";"LockPitch";"FirstChannel";"Channels"
41; 2; 1051567.1831; 3153.1500; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 328811.8168; 1088237.1498; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
42; 2; 1054720.3331; 3269.9333; 0.862245; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 390844.1032; 1252597.3045; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
43; 2; 1057990.2664; 155555.4001; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 339822.8167; 1077226.1499; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
44; 2; 1213545.6665; 117317.2001; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 508608.1002; 908440.8664; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
45; 2; 1330862.8666; 127894.4333; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 657340.0169; 759708.9497; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
46; 2; 1458757.2999; 2635.9667; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 786469.0168; 630579.9498; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
47; 2; 1461393.2666; 35251.8833; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 810559.7501; 606489.2165; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
48; 2; 1496645.1499; 4404.4000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 879094.8834; 537954.0832; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
49; 2; 1501049.5499; 1084.4166; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 879595.3834; 537453.5832; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
50; 2; 1502133.9666; 633.9667; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 880629.7502; 536419.2164; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
51; 2; 1502767.9333; 206556.3500; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 899582.0166; 517466.9500; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
52; 2; 1709324.2833; 36169.4666; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1133132.0000; 283916.9666; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
53; 2; 1745493.7499; 1835.1668; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1169301.4666; 247747.5000; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
54; 2; 1747328.9167; 1117.7832; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1169351.5167; 247697.4499; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
55; 2; 1748446.6999; 8358.3500; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1222070.8499; 194978.1167; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
56; 2; 1756805.0499; 3603.6000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1230429.1999; 186619.7667; 0.0000; 2135.4666; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
57; 2; 1758273.1833; 3636.9666; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1269067.7999; 147981.1667; 2135.4666; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
58; 2; 1761910.1499; 74140.7334; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1269084.4832; 147964.4834; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
59; 2; 1836050.8833; 29129.1000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1353552.2001; 63496.7665; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
60; 2; 1865179.9833; 884.2168; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\461.veg"; 0; 1382681.3001; 34367.6665; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
61; 2; 1866064.2001; 500.5000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\462.veg"; 0; 336869.8670; 1090522.7663; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
62; 2; 1866564.7001; 72522.4500; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\462.veg"; 0; 336886.5503; 1090506.0830; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
63; 2; 1939087.1501; 283.6166; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\462.veg"; 0; 409409.0003; 1017983.6330; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
64; 2; 1939370.7667; 109092.3167; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\462.veg"; 0; 816816.0002; 610576.6331; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
65; 2; 2048463.0834; 8375.0334; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\462.veg"; 0; 925908.3169; 501484.3164; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
66; 2; 2056838.1168; 2969.6333; 0.777778; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "D:\Nextcloud\raws\400-499\462.veg"; 0; 1777847.4504; 57371.5986; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
67; 0; 0.0000; 20872.5514; 1.000000; FALSE; FALSE; 2; TRUE; FALSE; AUDIO; "D:\Nextcloud\raws\400-499\459.veg"; 0; 1296194.9003; 120954.1663; 1.0000; 522.6496; 1.000000; -2; 0.000000; -2; 0.000000; 0; -1; 1; 2; 0.000000; FALSE; 0; 0
